emp_no,first_name,last_name,title,dept_no,dept_name
417785,Suebskul,Ranst,Senior Engineer,d005,Development
417792,Idoia,Improta,Senior Staff,d001,Marketing
417793,Valery,Landherr,Senior Staff,d008,Research
417796,Feipei,Nitta,Technique Leader,d004,Production
417807,Uinam,Doering,Senior Staff,d007,Sales
417813,Cristinel,Uchoa,Senior Staff,d007,Sales
417826,Dung,Portugali,Engineer,d005,Development
417828,Marjo,Besancenot,Assistant Engineer,d005,Development
417830,Geoff,Androutsos,Senior Staff,d007,Sales
417832,Pascal,Mersereau,Senior Engineer,d005,Development
417834,Shichao,Wilharm,Assistant Engineer,d006,Quality Management
417841,Freyja,Sridhar,Senior Staff,d007,Sales
417842,Mart,Khalil,Engineer,d005,Development
417848,Gregory,Beausoleil,Staff,d003,Human Resources
417849,Munenori,Peek,Senior Staff,d008,Research
417850,Takahira,Matzov,Senior Engineer,d005,Development
417854,Wuxu,Bugaenko,Engineer,d005,Development
417855,Subhrajyoti,Hertweck,Staff,d008,Research
417861,Arun,Brookman,Engineer,d004,Production
417864,Shounak,Greibach,Senior Staff,d003,Human Resources
417866,Aksel,Blokdijk,Senior Engineer,d004,Production
417867,Baziley,Cheshire,Senior Staff,d007,Sales
417872,Sreekrishna,Yamaashi,Senior Staff,d002,Finance
417874,Sandeepan,McAlpine,Senior Engineer,d005,Development
417875,Gennady,Swiler,Senior Staff,d002,Finance
417876,Hirochika,Milicic,Senior Engineer,d005,Development
417882,Wonhee,Ratzlaff,Senior Staff,d008,Research
417886,Wonhee,Rusmann,Engineer,d004,Production
417889,Zejun,Pagter,Senior Engineer,d004,Production
417902,Surveyors,Rosaz,Technique Leader,d005,Development
417905,Zhanqiu,Birta,Senior Staff,d007,Sales
417914,Brendon,Luck,Senior Staff,d007,Sales
417915,Danai,Quadeer,Senior Staff,d002,Finance
417916,Rance,Biron,Senior Staff,d007,Sales
417918,Udi,Georg,Staff,d001,Marketing
417923,Jahangir,Negoita,Senior Engineer,d005,Development
417925,Georgy,Callaway,Senior Staff,d003,Human Resources
417933,Parviz,Angel,Senior Engineer,d005,Development
417940,Uri,Assaf,Senior Staff,d007,Sales
417944,Kristinn,Serra,Senior Engineer,d005,Development
417945,Remzi,Stafford,Senior Staff,d009,Customer Service
417946,Caolyn,Kusakari,Senior Engineer,d004,Production
417947,Oddvar,DeMori,Assistant Engineer,d005,Development
417948,Shen,Vecchio,Senior Engineer,d005,Development
417950,Yishay,Nilsson,Staff,d008,Research
417958,Reinhard,Pauthner,Senior Staff,d007,Sales
417961,Junichi,Lienhardt,Senior Engineer,d004,Production
417966,Tristan,Msuda,Senior Staff,d001,Marketing
417972,Shmuel,Peres,Senior Staff,d009,Customer Service
417976,Reuven,McClurg,Engineer,d006,Quality Management
417978,Leaf,Merro,Technique Leader,d004,Production
417981,Syozo,Solares,Senior Engineer,d004,Production
417983,Guoxiang,Sifakis,Engineer,d004,Production
417986,Pasqua,Fiutem,Senior Staff,d009,Customer Service
417988,Debatosh,Talmor,Staff,d007,Sales
417989,Feiyu,Qiwen,Senior Engineer,d005,Development
417990,Limsoon,Legleitner,Senior Staff,d007,Sales
417991,Mihalis,Cincotta,Senior Staff,d009,Customer Service
417999,Dines,Penn,Senior Engineer,d006,Quality Management
418000,Yuichiro,Alpin,Senior Staff,d007,Sales
418003,Marke,Gulak,Senior Staff,d007,Sales
418006,Sadok,Unni,Senior Engineer,d004,Production
418013,Martine,Codenie,Senior Engineer,d004,Production
418019,Kristina,Ecklund,Senior Staff,d007,Sales
418020,Tsutomu,Peha,Senior Staff,d007,Sales
418029,Boaz,Ranze,Engineer,d005,Development
418036,Rasikan,Gerlach,Senior Staff,d001,Marketing
418038,Aria,Wegerle,Senior Engineer,d004,Production
418039,Shuichi,Ramalingam,Senior Staff,d007,Sales
418045,Tremaine,Nyanchama,Senior Staff,d002,Finance
418052,Munenori,Busillo,Senior Staff,d001,Marketing
418063,Arch,Walston,Senior Engineer,d006,Quality Management
418064,Zeljko,Impagliazzo,Assistant Engineer,d004,Production
418066,Alassane,Lorys,Senior Engineer,d005,Development
418067,Stein,Basawa,Senior Staff,d003,Human Resources
418075,Mayuko,Moffat,Senior Staff,d001,Marketing
418077,Ennio,Mikschl,Staff,d009,Customer Service
418082,Yuping,Denny,Senior Staff,d003,Human Resources
418084,Kagan,Falby,Senior Engineer,d004,Production
418086,Shahaf,Teitelbaum,Engineer,d004,Production
418094,Mona,Kolvik,Senior Staff,d007,Sales
418095,Avishai,Azevdeo,Senior Engineer,d004,Production
418096,Teruyuki,Montresor,Assistant Engineer,d004,Production
418106,Giao,Linnainmaa,Engineer,d005,Development
418110,Aiichiro,Roohalamini,Senior Engineer,d004,Production
418125,Khun,Baar,Staff,d007,Sales
418130,Toshimitsu,Verhoeff,Senior Staff,d001,Marketing
418138,Baoqiu,Cairo,Assistant Engineer,d004,Production
418139,Guangming,Zweizig,Engineer,d005,Development
418153,Aluzio,Cooman,Senior Engineer,d005,Development
418157,Shuho,Gruenwald,Senior Engineer,d004,Production
418158,Leandro,Debuse,Senior Staff,d002,Finance
418161,Yucai,Kusakabe,Senior Engineer,d005,Development
418165,Kauko,Pehl,Staff,d001,Marketing
418167,Dinah,McAffer,Senior Engineer,d004,Production
418171,Aiichiro,Angelopoulos,Senior Engineer,d005,Development
418174,Perla,Gips,Senior Engineer,d005,Development
418177,Hyuncheol,Bellone,Engineer,d004,Production
418182,Brewster,Kugler,Senior Staff,d008,Research
418186,Tse,Delgrange,Senior Engineer,d004,Production
418190,Billie,Irland,Senior Staff,d007,Sales
418196,Shunichi,Wiegley,Senior Staff,d002,Finance
418205,Navin,Schauser,Senior Staff,d003,Human Resources
418208,Mohan,Salvesen,Engineer,d005,Development
418210,Harjit,Simkin,Engineer,d005,Development
418212,Arunas,Xiaoshan,Senior Staff,d003,Human Resources
418217,Chinho,Kaltofen,Senior Engineer,d004,Production
418222,Nakhoon,Nooteboom,Senior Engineer,d004,Production
418237,Ioana,Maquelin,Engineer,d004,Production
418242,Bouchung,Servieres,Senior Engineer,d005,Development
418253,Christophe,Rajaraman,Senior Engineer,d004,Production
418254,Masamitsu,Beilner,Senior Engineer,d005,Development
418264,Tse,Birch,Senior Engineer,d005,Development
418266,Toshimori,Gulak,Senior Engineer,d004,Production
418272,Kazuhito,Chimia,Senior Staff,d007,Sales
418274,Kenroku,Garnick,Senior Engineer,d005,Development
418283,Jolita,Hutton,Engineer,d005,Development
418295,Adhemar,Cesareni,Senior Staff,d008,Research
418307,Cristinel,Guerreiro,Senior Engineer,d004,Production
418314,Zhenbing,Katalagarianos,Senior Engineer,d005,Development
418319,Kellie,Mukaidono,Engineer,d004,Production
418328,Yoshinari,Farrar,Senior Engineer,d004,Production
418329,Aiichiro,Eiron,Senior Staff,d007,Sales
418330,Pranas,McFarlan,Senior Engineer,d004,Production
418331,Chaosheng,Greenaway,Technique Leader,d006,Quality Management
418333,Jackson,Simmen,Senior Staff,d007,Sales
418336,Georgy,Thimonier,Senior Engineer,d005,Development
418339,Mamdouh,Wendorf,Senior Engineer,d005,Development
418340,Shen,Gecseg,Staff,d008,Research
418342,Lijia,Tasistro,Senior Engineer,d005,Development
418346,Avishai,Laventhal,Senior Engineer,d004,Production
418351,Ferdinand,Perri,Senior Staff,d008,Research
418359,Fumino,Nastansky,Engineer,d004,Production
418361,Oguz,Hagimont,Engineer,d005,Development
418365,Nagui,Rettelbach,Senior Engineer,d004,Production
418366,Aiichiro,Bage,Senior Staff,d002,Finance
418371,Maha,Mawatari,Staff,d007,Sales
418379,Reinhold,Ducloy,Senior Staff,d001,Marketing
418385,Arto,Brandsma,Senior Engineer,d005,Development
418386,Gianluca,Cannata,Senior Engineer,d005,Development
418387,Bernt,Heuser,Senior Engineer,d005,Development
418389,Yifei,Ohori,Engineer,d005,Development
418403,Tonny,Guenter,Senior Staff,d003,Human Resources
418405,Izaskun,Moffat,Senior Staff,d007,Sales
418407,Jaber,Pappas,Senior Staff,d002,Finance
418411,Nalini,Griswold,Senior Staff,d003,Human Resources
418415,Shahab,Molberg,Senior Engineer,d004,Production
418419,Huan,Matzat,Engineer,d006,Quality Management
418421,Youssef,Rouquie,Senior Staff,d001,Marketing
418424,Fumino,Kinley,Senior Engineer,d005,Development
418426,Kiyomitsu,Champarnaud,Senior Staff,d008,Research
418429,Zissis,Litvinov,Senior Engineer,d005,Development
418434,Toshimo,Vasanthakumar,Senior Engineer,d004,Production
418440,Xiong,Genin,Staff,d001,Marketing
418441,Xiaocheng,Marquardt,Senior Engineer,d004,Production
418442,Dzung,Gniady,Engineer,d006,Quality Management
418443,Hilary,Baaleh,Senior Staff,d008,Research
418445,Weiwu,Keustermans,Senior Staff,d004,Production
418446,Chaitali,Emden,Engineer,d005,Development
418450,Nidapan,Rodham,Senior Staff,d003,Human Resources
418455,Shaw,Sgarro,Staff,d008,Research
418461,Mani,Waschkowski,Technique Leader,d005,Development
418465,Munir,Masamoto,Engineer,d006,Quality Management
418468,Ranan,Birsak,Senior Engineer,d005,Development
418471,Xiaoheng,Aloisi,Staff,d004,Production
418475,Mokhtar,Weisert,Senior Staff,d002,Finance
418480,Ranan,Anguita,Senior Engineer,d005,Development
418481,Karoline,Papastamatiou,Senior Engineer,d004,Production
418491,Aram,Constantine,Senior Staff,d001,Marketing
418500,Constantino,Koblick,Senior Engineer,d004,Production
418502,Ibibia,Luce,Technique Leader,d005,Development
418504,Candida,Alvarado,Senior Staff,d001,Marketing
418507,Mrinalini,Ventosa,Senior Engineer,d006,Quality Management
418511,Heon,Valette,Staff,d007,Sales
418515,Naftali,Chachaty,Senior Staff,d007,Sales
418516,Szabolcs,Kemmerer,Senior Engineer,d004,Production
418519,Aksel,Varley,Senior Engineer,d005,Development
418525,Lakshmi,Ellozy,Senior Staff,d003,Human Resources
418526,Sajjad,Rubsam,Senior Staff,d007,Sales
418536,Mark,Weiland,Senior Engineer,d005,Development
418538,Kshitij,Holburn,Senior Staff,d003,Human Resources
418542,Mong,Manderick,Senior Engineer,d005,Development
418553,Abdelkader,Caine,Senior Engineer,d006,Quality Management
418554,Ingmar,Rahier,Assistant Engineer,d004,Production
418555,Kristina,Luan,Staff,d003,Human Resources
418560,Teruyuki,Wolniewicz,Staff,d008,Research
418561,Younwoo,Andreotta,Senior Staff,d002,Finance
418568,Satyanarayana,Masand,Senior Staff,d003,Human Resources
418575,Emdad,Sadowski,Senior Engineer,d004,Production
418586,Bernice,Isaak,Senior Staff,d002,Finance
418603,Abdulla,Kropf,Staff,d002,Finance
418605,Flemming,Kornatzky,Senior Engineer,d005,Development
418611,Chirstian,Peak,Senior Staff,d007,Sales
418613,Monique,Frijda,Senior Staff,d002,Finance
418614,Mani,Narlikar,Senior Engineer,d006,Quality Management
418616,Gino,Krohn,Staff,d001,Marketing
418632,Uri,Reistad,Senior Staff,d003,Human Resources
418633,Uta,Kawashimo,Staff,d003,Human Resources
418634,Kankanahalli,Veevers,Engineer,d004,Production
418639,Anneke,Ponthieu,Senior Engineer,d004,Production
418646,Marlo,Portugali,Senior Staff,d001,Marketing
418648,Stamatina,Maierhofer,Senior Engineer,d005,Development
418649,Mario,Setia,Senior Staff,d009,Customer Service
418655,Danco,Zedlitz,Senior Engineer,d005,Development
418659,Basim,Barreiro,Senior Engineer,d005,Development
418664,Khue,Codenie,Senior Engineer,d006,Quality Management
418666,Guiseppe,Denny,Senior Staff,d009,Customer Service
418668,Shounak,Peck,Senior Staff,d002,Finance
418670,Lakshmi,Uhrik,Staff,d003,Human Resources
418671,Xiaoshan,Calkin,Senior Staff,d002,Finance
418682,Gill,Ritcey,Senior Engineer,d006,Quality Management
418683,Tsuneo,Lagarias,Senior Staff,d007,Sales
418687,Khatoun,Joslin,Senior Engineer,d005,Development
418691,Suebskul,Speel,Staff,d001,Marketing
418692,Babette,Baalen,Engineer,d005,Development
418694,Shigeo,Kamble,Senior Staff,d003,Human Resources
418697,Gritta,Cooke,Senior Staff,d002,Finance
418702,Shih,Validov,Senior Staff,d002,Finance
418703,Mabo,Cairo,Senior Engineer,d005,Development
418708,Xianlong,Ginneken,Senior Engineer,d005,Development
418711,Feipei,Christianini,Senior Staff,d003,Human Resources
418714,Ronghao,Melichar,Engineer,d005,Development
418716,Marke,Linnainmaa,Staff,d007,Sales
418719,Seshu,Driscoll,Technique Leader,d004,Production
418725,Zhensheng,Tanemo,Technique Leader,d004,Production
418733,Barun,Velasco,Technique Leader,d005,Development
418734,Peer,Chaudhuri,Engineer,d004,Production
418736,Sanjeeva,Baby,Engineer,d004,Production
418742,Gladys,Kandlur,Senior Engineer,d005,Development
418752,Parviz,Merkl,Engineer,d005,Development
418755,Mara,Heuter,Senior Staff,d005,Development
418766,Mana,Viele,Senior Engineer,d004,Production
418767,Radoslaw,Honiden,Senior Engineer,d005,Development
418771,Annemarie,Eiter,Senior Engineer,d004,Production
418773,Tommaso,Pramanik,Senior Staff,d004,Production
418778,Kwangho,Choobineh,Engineer,d004,Production
418779,Tru,Prenel,Senior Staff,d008,Research
418788,Boguslaw,Wolniewicz,Staff,d008,Research
418789,Lubomir,Shihab,Senior Staff,d007,Sales
418796,Mona,Serre,Staff,d001,Marketing
418799,Uzi,Kakkar,Senior Staff,d007,Sales
418811,Xiaopeng,Unni,Engineer,d005,Development
418815,Mads,Tanemo,Senior Engineer,d004,Production
418817,Moni,Bernardeschi,Engineer,d004,Production
418821,Amalendu,Thiran,Senior Engineer,d006,Quality Management
418826,Becky,Angel,Staff,d003,Human Resources
418834,Shaunak,Leijenhorst,Senior Engineer,d004,Production
418835,Oguz,Bruckman,Senior Staff,d007,Sales
418850,Heng,Biran,Senior Engineer,d005,Development
418855,Piyawadee,Granlund,Senior Staff,d007,Sales
418857,Mani,Uehara,Senior Staff,d007,Sales
418866,Taegyun,Varker,Senior Engineer,d004,Production
418869,Fumiya,Dechter,Senior Engineer,d005,Development
418870,Garnik,Dulli,Senior Staff,d007,Sales
418876,Geraldo,Backhouse,Senior Staff,d008,Research
418879,Hatsukazu,Ertl,Engineer,d006,Quality Management
418888,Harngdar,Petersohn,Engineer,d004,Production
418889,Chiradeep,Camarinopoulos,Senior Engineer,d005,Development
418899,Tonny,Jeong,Senior Engineer,d006,Quality Management
418901,Lucien,Kabayashi,Senior Staff,d007,Sales
418906,Youngkon,Boyle,Senior Engineer,d004,Production
418909,Janalee,Seuren,Senior Staff,d008,Research
418911,Alois,Kakkar,Senior Engineer,d004,Production
418914,Shahar,Hashii,Staff,d001,Marketing
418916,Rasikan,Papsdorf,Senior Staff,d009,Customer Service
418917,Honglan,Deverell,Senior Staff,d002,Finance
418921,Bodh,Reistad,Senior Staff,d007,Sales
418925,Saeko,Isaak,Senior Staff,d002,Finance
418927,Baocai,Yemenis,Senior Engineer,d004,Production
418928,Lunjin,Pehl,Senior Staff,d007,Sales
418931,Idoia,Conia,Senior Staff,d004,Production
418933,Sugwoo,Kohling,Senior Staff,d001,Marketing
418934,Adam,Gurbaxani,Senior Staff,d002,Finance
418938,Elgin,Vrecion,Senior Staff,d007,Sales
418939,Arch,Dehkordi,Staff,d001,Marketing
418942,Lena,Coullard,Engineer,d005,Development
418943,Ayakannu,Iisaku,Senior Engineer,d005,Development
418946,Alejandra,Farrow,Senior Staff,d003,Human Resources
418951,Alexius,Serna,Engineer,d005,Development
418953,Ennio,Marakhovsky,Senior Engineer,d004,Production
418962,Shigeaki,Farris,Senior Engineer,d004,Production
418964,Barton,Sevcikova,Senior Staff,d003,Human Resources
418974,Dung,Sethi,Senior Engineer,d005,Development
418977,Lihong,Muntz,Senior Staff,d009,Customer Service
418986,Kwangho,Warwick,Engineer,d005,Development
418987,Jordanka,Quadeer,Senior Staff,d002,Finance
418989,Gio,Lorch,Senior Staff,d001,Marketing
418991,Abdelkader,Emden,Senior Engineer,d006,Quality Management
418997,Bowen,Lienhardt,Senior Engineer,d006,Quality Management
419000,Subhada,Sluis,Senior Staff,d001,Marketing
419001,Sanjay,Bahl,Senior Staff,d008,Research
419002,Falguni,Felcyn,Senior Staff,d008,Research
419003,Tomoyuki,Grandbois,Senior Staff,d008,Research
419004,Lalit,Karlin,Senior Staff,d007,Sales
419009,Yongdong,Morris,Senior Staff,d004,Production
419011,Chiradeep,Lamma,Senior Staff,d001,Marketing
419012,Rosine,Fontet,Senior Engineer,d004,Production
419013,Tokuyasu,Lalonde,Senior Staff,d008,Research
419018,Avishai,Anily,Senior Staff,d002,Finance
419023,Haldon,Avouris,Staff,d003,Human Resources
419025,Hauke,Braunmuhl,Staff,d007,Sales
419044,Luigi,Panwar,Engineer,d004,Production
419045,Chenyi,Sigstam,Engineer,d004,Production
419046,Tzu,Dalton,Senior Staff,d001,Marketing
419050,Gurbir,Guenter,Senior Engineer,d005,Development
419053,Irene,Karcich,Staff,d009,Customer Service
419062,Stafford,Walstra,Senior Engineer,d005,Development
419063,Michaela,Dehkordi,Senior Staff,d009,Customer Service
419065,Arvind,Manderick,Senior Staff,d007,Sales
419069,Koichi,Setlzner,Senior Staff,d004,Production
419070,Hugo,Vingron,Senior Staff,d008,Research
419074,Bingning,Kieras,Staff,d001,Marketing
419075,Bojan,Uhrig,Engineer,d004,Production
419076,Guther,Melski,Staff,d002,Finance
419084,Shen,Aamodt,Senior Engineer,d005,Development
419087,Barun,Cromarty,Senior Staff,d004,Production
419089,Fox,Bazelow,Engineer,d005,Development
419098,Toshimori,Hettesheimer,Senior Staff,d009,Customer Service
419104,Satoru,Vasanthakumar,Senior Staff,d004,Production
419115,Sergi,Bultermann,Senior Engineer,d004,Production
419116,Sahrah,Pell,Senior Engineer,d005,Development
419119,Sangeeta,Danner,Senior Engineer,d006,Quality Management
419120,Nevio,Calkin,Engineer,d006,Quality Management
419123,Marit,Hutter,Engineer,d005,Development
419130,Willard,Reghbati,Technique Leader,d004,Production
419131,Xinyu,Salverda,Engineer,d004,Production
419135,Odysseas,Swen,Senior Engineer,d005,Development
419136,Jagoda,Slaats,Senior Engineer,d005,Development
419154,Bernd,Gulik,Senior Engineer,d004,Production
419157,Visit,Ruemmler,Senior Staff,d007,Sales
419163,Navin,Decleir,Senior Engineer,d005,Development
419171,Yurij,Massonet,Engineer,d005,Development
419180,Shigeaki,Rettelbach,Engineer,d005,Development
419185,Premal,Driscoll,Senior Engineer,d004,Production
419198,Tiina,Salverda,Senior Staff,d009,Customer Service
419201,Moheb,Driscoll,Senior Staff,d001,Marketing
419211,Ramalingam,Farris,Engineer,d005,Development
419216,Kwangho,Munck,Senior Staff,d007,Sales
419223,Berry,Birch,Senior Staff,d002,Finance
419226,Shih,Hartvigsen,Technique Leader,d005,Development
419228,Hailing,Baek,Technique Leader,d004,Production
419229,Mads,Pettey,Senior Engineer,d004,Production
419235,Berry,Zyda,Senior Staff,d002,Finance
419240,Shahab,Boguraev,Senior Staff,d009,Customer Service
419242,Elvia,Demir,Technique Leader,d004,Production
419244,Taegyun,Lupu,Senior Engineer,d004,Production
419248,Deniz,Erva,Senior Engineer,d005,Development
419250,Navin,Birge,Senior Engineer,d004,Production
419252,Mohamadou,Segond,Senior Engineer,d004,Production
419263,Wojceich,Ramsay,Technique Leader,d005,Development
419264,Tayeb,Ecklund,Senior Staff,d009,Customer Service
419265,Kristina,Chinal,Senior Staff,d003,Human Resources
419266,Tomokazu,Rosin,Senior Engineer,d004,Production
419269,Teunis,Erde,Senior Engineer,d004,Production
419270,Fen,Kornyak,Senior Engineer,d005,Development
419272,Waiman,Ghalwash,Senior Engineer,d005,Development
419282,Hatem,Schrooten,Senior Engineer,d005,Development
419287,Takahira,Spelt,Staff,d009,Customer Service
419290,Hugo,Lorys,Senior Engineer,d005,Development
419291,Hidde,Mullainathan,Senior Staff,d008,Research
419293,Perla,Noriega,Senior Staff,d008,Research
419294,Girolamo,Demos,Senior Engineer,d004,Production
419296,Fumiyo,Delgrande,Technique Leader,d005,Development
419297,Kwangsub,Harnett,Senior Staff,d008,Research
419302,Val,Shrader,Senior Engineer,d004,Production
419311,Sachin,Leaver,Engineer,d004,Production
419315,Godehard,Rindone,Senior Engineer,d004,Production
419321,Sastry,dAstous,Senior Engineer,d004,Production
